present_time MissedSells MissedSells_rate
4.067000 22 5.44857
4.070158 22 5.44857
4.070895 22 5.44857
4.071000 22 5.44857
4.080158 22 5.44857
4.080531 22 5.44857
4.080895 22 5.44857
4.081000 23 5.63602
4.087000 23 5.63602
4.090000 23 5.63602
4.090531 23 5.63602
4.091000 23 5.63602
4.097000 24 5.85836
4.099000 24 5.85836
4.100000 25 6.09783
4.101000 25 6.09783
4.109000 26 6.32946
4.111000 26 6.32946
4.121000 26 6.32946
4.123000 26 6.32946
4.131000 26 6.32946
4.133000 26 6.32946
4.141000 26 6.32946
4.147000 26 6.32946
4.151000 26 6.32946
4.157000 26 6.32946
4.160647 26 6.32946
4.161000 26 6.32946
4.163000 26 6.32946
4.167000 26 6.32946
4.170647 26 6.32946
4.171000 26 6.32946
4.173000 26 6.32946
4.176013 26 6.32946
4.177000 27 6.4655
4.181000 27 6.4655
4.187000 27 6.4655
4.191000 27 6.4655
4.201000 27 6.4655
4.211000 27 6.4655
4.213000 27 6.4655
4.221000 27 6.4655
4.223000 27 6.4655
4.229000 27 6.4655
4.231000 27 6.4655
4.237000 27 6.4655
4.237983 27 6.4655
4.239000 27 6.4655
4.241000 27 6.4655
4.245914 27 6.4655
4.247000 27 6.4655
4.249000 27 6.4655
4.250715 27 6.4655
4.251000 27 6.4655
4.255000 27 6.4655
4.257000 28 6.57921
4.259000 28 6.57921
4.260715 28 6.57921
4.261000 29 6.80637
4.264046 30 7.03683
4.265000 30 7.03683
4.267000 30 7.03683
4.269000 31 7.2636
4.271000 31 7.2636
4.275000 32 7.48705
4.277000 32 7.48705
4.281000 32 7.48705
4.285000 32 7.48705
4.291000 32 7.48705
4.295000 32 7.48705
4.301000 32 7.48705
4.309000 32 7.48705
4.311000 32 7.48705
4.317000 32 7.48705
4.319000 32 7.48705
4.321000 32 7.48705
4.327000 32 7.48705
4.331000 32 7.48705
4.341000 32 7.48705
4.347000 32 7.48705
4.351000 32 7.48705
4.357000 32 7.48705
4.361000 32 7.48705
4.365000 32 7.48705
4.371000 32 7.48705
4.375000 33 7.54333
4.377000 33 7.54333
4.381000 33 7.54333
4.387000 33 7.54333
4.391000 33 7.54333
4.401000 33 7.54333
4.411000 33 7.54333
4.421000 33 7.54333
4.430850 33 7.54333
4.431000 33 7.54333
4.433000 33 7.54333
4.440850 33 7.54333
4.441000 33 7.54333
4.443000 33 7.54333
4.451000 33 7.54333
4.461000 33 7.54333
4.467000 33 7.54333
4.470286 33 7.54333
4.471000 33 7.54333
4.477000 34 7.59642
4.480000 34 7.59642
4.480286 34 7.59642
4.481000 34 7.59642
4.490000 35 7.79521
4.491000 35 7.79521
4.495000 35 7.79521
4.501000 35 7.79521
4.505000 35 7.79521
4.511000 35 7.79521
4.521000 35 7.79521
4.529000 35 7.79521
4.531000 35 7.79521
4.539000 35 7.79521
4.541000 35 7.79521
4.550466 35 7.79521
4.551000 35 7.79521
4.559000 35 7.79521
4.560466 35 7.79521
4.561000 36 7.89393
4.571000 36 7.89393
4.581000 36 7.89393
4.591000 36 7.89393
4.601000 36 7.89393
4.611000 36 7.89393
4.621000 36 7.89393
4.623000 36 7.89393
4.631000 36 7.89393
4.633000 36 7.89393
4.641000 36 7.89393
4.645000 36 7.89393
4.650000 36 7.89393
4.651000 36 7.89393
4.655000 36 7.89393
4.660000 36 7.89393
4.661000 36 7.89393
4.670000 36 7.89393
4.671000 36 7.89393
4.680000 36 7.89393
4.681000 36 7.89393
4.691000 36 7.89393
4.700577 36 7.89393
4.701000 36 7.89393
4.703000 36 7.89393
4.710577 36 7.89393
4.711000 36 7.89393
4.713000 36 7.89393
4.721000 36 7.89393
4.729000 36 7.89393
4.731000 36 7.89393
4.739000 36 7.89393
4.741000 36 7.89393
4.751000 36 7.89393
4.755000 36 7.89393
4.761000 36 7.89393
4.765000 36 7.89393
4.771000 36 7.89393
4.781000 36 7.89393
4.791000 36 7.89393
4.801000 36 7.89393
4.803000 36 7.89393
4.811000 36 7.89393
4.813000 36 7.89393
4.821000 36 7.89393
4.831000 36 7.89393
4.841000 36 7.89393
4.845000 36 7.89393
4.851000 36 7.89393
4.861000 36 7.89393
4.871000 36 7.89393
4.881000 36 7.89393
4.891000 36 7.89393
4.901000 36 7.89393
4.907000 36 7.89393
4.911000 36 7.89393
4.917000 36 7.89393
4.921000 36 7.89393
4.931000 36 7.89393
4.941000 36 7.89393
4.951000 36 7.89393
4.961000 36 7.89393
4.971000 36 7.89393
4.981000 36 7.89393
4.991000 36 7.89393
5.001000 36 7.89393
5.011000 36 7.89393
5.021000 36 7.89393
5.031000 36 7.89393
5.041000 36 7.89393
5.051000 36 7.89393
5.061000 36 7.89393
5.071000 36 7.89393
5.081000 36 7.89393
5.091000 36 7.89393
5.101000 36 7.89393
5.105000 36 7.89393
5.111000 36 7.89393
5.115000 36 7.89393
5.121000 36 7.89393
5.131000 36 7.89393
5.139000 36 7.89393
5.141000 36 7.89393
5.151000 36 7.89393
5.161000 36 7.89393
5.171000 36 7.89393
5.177000 36 7.89393
5.181000 36 7.89393
5.191000 36 7.89393
5.201000 36 7.89393
5.207000 36 7.89393
5.211000 36 7.89393
5.214540 36 7.89393
5.215000 36 7.89393
5.217000 36 7.89393
5.221000 36 7.89393
5.223811 36 7.89393
5.224540 36 7.89393
5.225000 37 7.08196
5.227000 37 7.08196
5.231000 37 7.08196
5.241000 37 7.08196
5.251000 37 7.08196
5.261000 37 7.08196
5.271000 37 7.08196
5.281000 37 7.08196
5.291000 37 7.08196
5.301000 37 7.08196
5.311000 37 7.08196
5.321000 37 7.08196
5.325000 37 7.08196
5.331000 37 7.08196
5.335000 38 7.12367
5.341000 38 7.12367
5.351000 38 7.12367
5.361000 38 7.12367
5.371000 38 7.12367
5.380000 38 7.12367
5.381000 38 7.12367
5.391000 38 7.12367
5.401000 38 7.12367
5.411000 38 7.12367
5.421000 38 7.12367
5.431000 38 7.12367
5.435000 38 7.12367
5.437000 38 7.12367
5.441000 38 7.12367
5.445000 39 7.16434
5.447000 39 7.16434
5.451000 39 7.16434
5.461000 39 7.16434
5.471000 39 7.16434
5.473000 39 7.16434
5.481000 39 7.16434
5.483000 39 7.16434
5.491000 39 7.16434
5.497000 39 7.16434
5.501000 39 7.16434
5.503000 39 7.16434
5.507000 39 7.16434
5.511000 39 7.16434
5.512345 39 7.16434
5.513000 39 7.16434
5.521000 39 7.16434
5.523000 39 7.16434
5.531000 39 7.16434
5.541000 39 7.16434
5.550508 39 7.16434
5.551000 39 7.16434
5.557000 39 7.16434
5.559000 39 7.16434
5.561000 39 7.16434
5.567000 39 7.16434
5.569000 40 7.18292
5.570202 40 7.18292
5.571000 40 7.18292
5.577000 40 7.18292
5.580202 40 7.18292
5.581000 40 7.18292
5.585000 40 7.18292
5.587000 41 7.34081
5.591000 41 7.34081
5.595000 41 7.34081
5.600000 41 7.34081
5.600605 41 7.34081
5.601000 41 7.34081
5.603830 41 7.34081
5.605000 41 7.34081
5.610000 42 7.4871
5.610605 42 7.4871
5.611000 42 7.4871
5.613830 42 7.4871
5.615000 42 7.4871
5.621000 42 7.4871
