present_time MissedSells MissedSells_rate
90.007049 12 0.170291
90.008404 12 0.170291
90.041178 12 0.170291
90.052114 12 0.170291
90.085768 12 0.170291
90.107049 12 0.170291
90.108404 12 0.170291
90.141178 12 0.170291
90.152114 12 0.170291
90.185768 12 0.170291
90.200000 12 0.170291
90.207049 12 0.170291
90.208404 12 0.170291
90.241178 12 0.170291
90.252114 12 0.170291
90.285768 12 0.170291
90.307049 12 0.170291
90.308404 12 0.170291
90.341178 12 0.170291
90.352114 12 0.170291
90.385768 12 0.170291
90.400000 12 0.170291
90.407049 12 0.170291
90.408404 12 0.170291
90.441178 12 0.170291
90.452114 12 0.170291
90.485768 12 0.170291
90.507049 12 0.170291
90.508404 12 0.170291
90.541178 12 0.170291
90.552114 12 0.170291
90.585768 12 0.170291
90.600000 12 0.170291
90.607049 12 0.170291
90.608404 12 0.170291
90.641178 12 0.170291
90.652114 12 0.170291
90.685768 12 0.170291
90.707049 12 0.170291
90.708404 12 0.170291
90.741178 12 0.170291
90.752114 12 0.170291
90.785768 12 0.170291
90.800000 12 0.170291
90.807049 12 0.170291
90.808404 12 0.170291
90.841178 12 0.170291
90.852114 12 0.170291
90.885768 12 0.170291
90.907049 12 0.170291
90.908404 12 0.170291
90.941178 12 0.170291
90.952114 12 0.170291
90.985768 12 0.170291
91.000000 12 0.170291
91.007049 12 0.170291
91.008404 12 0.170291
91.041178 12 0.170291
91.052114 12 0.170291
91.085768 12 0.170291
91.100000 12 0.170291
91.107049 12 0.170291
91.108404 12 0.170291
91.141178 12 0.170291
91.152114 12 0.170291
91.185768 12 0.170291
91.200000 12 0.170291
91.207049 12 0.170291
91.208404 12 0.170291
91.252114 12 0.170291
91.285768 12 0.170291
91.300000 12 0.170291
91.307049 12 0.170291
91.308404 12 0.170291
91.352114 12 0.170291
91.385768 12 0.170291
91.400000 12 0.170291
91.407049 12 0.170291
91.408404 12 0.170291
91.452114 12 0.170291
91.485768 12 0.170291
91.507049 12 0.170291
91.508404 12 0.170291
91.552114 12 0.170291
91.585768 12 0.170291
91.600000 12 0.170291
91.607049 12 0.170291
91.608404 12 0.170291
91.652114 12 0.170291
91.685768 12 0.170291
91.707049 12 0.170291
91.708404 12 0.170291
91.752114 12 0.170291
91.785768 12 0.170291
91.800000 12 0.170291
